STUDENT ID,GENDER,SG CITIZEN,SG PR,FOREIGNER,COUNTRY OF OTHER NATIONALITY,DOB,HIGHEST QUALIFICATION,NAME OF QUALIFICATION AND INSTITUTION,DATE ATTAINED HIGHEST QUALIFICATION,DESIGNATION,COMMENCEMENT DATE,COMPLETION DATE,FULL-TIME OR PART-TIME,COURSE FUNDING,CLASS,NATIONALITY_STATUS,AGE,COURSE_DURATION_DAYS,PERIOD,GPA,ATTENDANCE,PRIOR KNOWLEDGE,COURSE RELEVANCE,TEACHING SUPPORT,COMPANY SUPPORT,FAMILY SUPPORT,SELF-STUDY HRS
1102-003/004,M,Y,N,N,,1979-06-12,Certificate,"NTC 2, N Level, WPLN",2010-05-12,Business co-ordinator,2023-04-16,2024-09-16,Part-Time,Individual,1102-003,SG Citizen,46.6,519.0,Sem 3,3.0,89.0,4.0,5.0,2.0,5.0,3.0,12.0
1102-003/005,F,Y,N,N,,1994-02-05,Diploma,"Diploma in Marketing, MDIS",,Marketing Executive,2023-04-16,2024-09-16,Part-Time,Individual - SFC,1102-003,SG Citizen,32.0,519.0,Sem 1,3.5,100.0,4.0,3.0,5.0,5.0,2.0,16.0
1102-003/005,F,Y,N,N,,1994-02-05,Diploma,"Diploma in Marketing, MDIS",,Marketing Executive,2023-04-16,2024-09-16,Part-Time,Individual - SFC,1102-003,SG Citizen,32.0,519.0,Sem 2,3.6,88.0,3.0,3.0,5.0,3.0,3.0,15.0
1102-003/005,F,Y,N,N,,1994-02-05,Diploma,"Diploma in Marketing, MDIS",,Marketing Executive,2023-04-16,2024-09-16,Part-Time,Individual - SFC,1102-003,SG Citizen,32.0,519.0,Sem 3,4.0,100.0,4.0,4.0,3.0,3.0,5.0,14.0
1102-003/006,F,Y,N,N,,1999-01-03,Certificate,N' level,,Secretary,2023-04-16,2024-09-16,Part-Time,Individual,1102-003,SG Citizen,27.0,519.0,Sem 1,3.1,65.0,4.0,3.0,5.0,4.0,4.0,17.0
1102-003/006,F,Y,N,N,,1999-01-03,Certificate,N' level,,Secretary,2023-04-16,2024-09-16,Part-Time,Individual,1102-003,SG Citizen,27.0,519.0,Sem 2,3.7,100.0,4.0,5.0,5.0,4.0,5.0,19.0
1102-003/006,F,Y,N,N,,1999-01-03,Certificate,N' level,,Secretary,2023-04-16,2024-09-16,Part-Time,Individual,1102-003,SG Citizen,27.0,519.0,Sem 3,3.4,95.0,5.0,5.0,3.0,3.0,3.0,12.0
1102-003/007,F,Y,N,N,,1980-01-27,Diploma,"Diploma in Hotel Management, SHATEC",2019-02-01,Rooms Division Manager,2023-04-16,2024-09-16,Part-Time,Individual - SFC,1102-003,SG Citizen,46.0,519.0,Sem 1,3.3,88.0,3.0,3.0,4.0,4.0,5.0,17.0
1102-003/007,F,Y,N,N,,1980-01-27,Diploma,"Diploma in Hotel Management, SHATEC",2019-02-01,Rooms Division Manager,2023-04-16,2024-09-16,Part-Time,Individual - SFC,1102-003,SG Citizen,46.0,519.0,Sem 2,3.4,70.0,3.0,5.0,5.0,5.0,3.0,18.0
1102-003/007,F,Y,N,N,,1980-01-27,Diploma,"Diploma in Hotel Management, SHATEC",2019-02-01,Rooms Division Manager,2023-04-16,2024-09-16,Part-Time,Individual - SFC,1102-003,SG Citizen,46.0,519.0,Sem 3,3.8,86.0,4.0,5.0,4.0,3.0,5.0,12.0
1102-004/001,F,Y,N,N,,2000-04-16,Diploma,"Diploma in Healthcare Administration, Republic Polytechnic",2022-02-04,"Accounting Associate, Southeast Asia",2024-04-13,2025-09-15,Part-Time,Sponsored,1102-004,SG Citizen,25.8,520.0,Sem 1,3.7,100.0,3.0,3.0,5.0,3.0,3.0,13.0
1102-004/001,F,Y,N,N,,2000-04-16,Diploma,"Diploma in Healthcare Administration, Republic Polytechnic",2022-02-04,"Accounting Associate, Southeast Asia",2024-04-13,2025-09-15,Part-Time,Sponsored,1102-004,SG Citizen,25.8,520.0,Sem 2,3.7,90.0,3.0,4.0,5.0,4.0,2.0,20.0
1102-004/001,F,Y,N,N,,2000-04-16,Diploma,"Diploma in Healthcare Administration, Republic Polytechnic",2022-02-04,"Accounting Associate, Southeast Asia",2024-04-13,2025-09-15,Part-Time,Sponsored,1102-004,SG Citizen,25.8,520.0,Sem 3,4.0,75.0,5.0,4.0,5.0,5.0,4.0,15.0
1102-004/002,F,Y,N,N,,1983-06-18,Certificate,N level,2018-02-01,-,2024-04-13,2025-09-15,Part-Time,Individual - SFC,1102-004,SG Citizen,42.6,520.0,Sem 1,3.6,92.0,4.0,4.0,3.0,5.0,5.0,14.0
1102-004/002,F,Y,N,N,,1983-06-18,Certificate,N level,2018-02-01,-,2024-04-13,2025-09-15,Part-Time,Individual - SFC,1102-004,SG Citizen,42.6,520.0,Sem 2,3.5,100.0,3.0,4.0,4.0,3.0,3.0,14.0
1102-004/002,F,Y,N,N,,1983-06-18,Certificate,N level,2018-02-01,-,2024-04-13,2025-09-15,Part-Time,Individual - SFC,1102-004,SG Citizen,42.6,520.0,Sem 3,4.0,93.0,5.0,5.0,3.0,5.0,3.0,18.0
1102-004/003,F,Y,N,N,,1975-01-06,Degree,"Bachelor of Science in Business, UOL",1995-02-12,Administrative Executive,2024-04-13,2025-09-15,Part-Time,Sponsored,1102-004,SG Citizen,51.0,520.0,Sem 1,2.1,88.0,5.0,5.0,4.0,4.0,3.0,10.0
1102-004/003,F,Y,N,N,,1975-01-06,Degree,"Bachelor of Science in Business, UOL",1995-02-12,Administrative Executive,2024-04-13,2025-09-15,Part-Time,Sponsored,1102-004,SG Citizen,51.0,520.0,Sem 2,2.0,100.0,5.0,5.0,4.0,3.0,1.0,9.0
1102-004/003,F,Y,N,N,,1975-01-06,Degree,"Bachelor of Science in Business, UOL",1995-02-12,Administrative Executive,2024-04-13,2025-09-15,Part-Time,Sponsored,1102-004,SG Citizen,51.0,520.0,Sem 3,2.5,75.0,3.0,3.0,5.0,5.0,3.0,10.0
1102-004/004,F,Y,N,N,,2000-03-05,Certificate,N level,2017-01-03,Admin Executive,2024-04-13,2025-09-15,Part-Time,Sponsored,1102-004,SG Citizen,25.9,520.0,Sem 1,3.4,96.0,4.0,5.0,4.0,4.0,3.0,18.0
1102-004/004,F,Y,N,N,,2000-03-05,Certificate,N level,2017-01-03,Admin Executive,2024-04-13,2025-09-15,Part-Time,Sponsored,1102-004,SG Citizen,25.9,520.0,Sem 2,3.5,90.0,4.0,5.0,5.0,5.0,4.0,17.0
1102-004/004,F,Y,N,N,,2000-03-05,Certificate,N level,2017-01-03,Admin Executive,2024-04-13,2025-09-15,Part-Time,Sponsored,1102-004,SG Citizen,25.9,520.0,Sem 3,3.9,100.0,4.0,4.0,5.0,4.0,5.0,22.0
1102-004/005,F,Y,N,N,,1996-08-27,Diploma,"Diploma in Events Management, Kaplan",2018-02-10,HR Assistant,2024-04-13,2025-09-15,Part-Time,Sponsored,1102-004,SG Citizen,29.4,520.0,Sem 1,3.3,82.0,5.0,5.0,5.0,4.0,3.0,17.0
1102-004/005,F,Y,N,N,,1996-08-27,Diploma,"Diploma in Events Management, Kaplan",2018-02-10,HR Assistant,2024-04-13,2025-09-15,Part-Time,Sponsored,1102-004,SG Citizen,29.4,520.0,Sem 2,3.2,63.0,4.0,4.0,4.0,1.0,5.0,20.0
1102-004/005,F,Y,N,N,,1996-08-27,Diploma,"Diploma in Events Management, Kaplan",2018-02-10,HR Assistant,2024-04-13,2025-09-15,Part-Time,Sponsored,1102-004,SG Citizen,29.4,520.0,Sem 3,3.7,100.0,5.0,4.0,3.0,3.0,4.0,19.0
1102-004/006,F,Y,N,N,,1991-01-27,Diploma,"Diploma in Hotel Management, SHATEC",2012-02-04,Front Desk Manager,2024-04-13,2025-09-15,Part-Time,Individual - SFC,1102-004,SG Citizen,35.0,520.0,Sem 1,3.3,94.0,3.0,3.0,3.0,3.0,5.0,12.0
1102-004/006,F,Y,N,N,,1991-01-27,Diploma,"Diploma in Hotel Management, SHATEC",2012-02-04,Front Desk Manager,2024-04-13,2025-09-15,Part-Time,Individual - SFC,1102-004,SG Citizen,35.0,520.0,Sem 2,3.1,89.0,5.0,3.0,3.0,5.0,3.0,12.0
1102-004/006,F,Y,N,N,,1991-01-27,Diploma,"Diploma in Hotel Management, SHATEC",2012-02-04,Front Desk Manager,2024-04-13,2025-09-15,Part-Time,Individual - SFC,1102-004,SG Citizen,35.0,520.0,Sem 3,3.5,80.0,4.0,5.0,5.0,4.0,3.0,16.0
1102-004/007,F,Y,N,N,,1998-06-18,Certificate,N level,2018-02-11,-,2024-04-13,2025-09-15,Part-Time,Individual - SFC,1102-004,SG Citizen,27.6,520.0,Sem 1,3.6,100.0,3.0,5.0,4.0,4.0,3.0,14.0
1102-004/007,F,Y,N,N,,1998-06-18,Certificate,N level,2018-02-11,-,2024-04-13,2025-09-15,Part-Time,Individual - SFC,1102-004,SG Citizen,27.6,520.0,Sem 2,3.7,89.0,5.0,4.0,4.0,5.0,3.0,17.0
1102-004/007,F,Y,N,N,,1998-06-18,Certificate,N level,2018-02-11,-,2024-04-13,2025-09-15,Part-Time,Individual - SFC,1102-004,SG Citizen,27.6,520.0,Sem 3,3.8,85.0,5.0,5.0,4.0,4.0,3.0,15.0
1102-004/008,F,Y,N,N,,1974-01-06,Diploma,"Dipoma in Business, Ngee Ann Polytechnic",1994-02-02,Administrative Executive,2024-04-13,2025-09-15,Part-Time,Sponsored,1102-004,SG Citizen,52.0,520.0,Sem 1,1.9,74.0,3.0,4.0,3.0,3.0,5.0,10.0
1102-004/008,F,Y,N,N,,1974-01-06,Diploma,"Dipoma in Business, Ngee Ann Polytechnic",1994-02-02,Administrative Executive,2024-04-13,2025-09-15,Part-Time,Sponsored,1102-004,SG Citizen,52.0,520.0,Sem 2,1.9,84.0,2.0,3.0,2.0,2.0,3.0,6.0
1102-004/008,F,Y,N,N,,1974-01-06,Diploma,"Dipoma in Business, Ngee Ann Polytechnic",1994-02-02,Administrative Executive,2024-04-13,2025-09-15,Part-Time,Sponsored,1102-004,SG Citizen,52.0,520.0,Sem 3,2.2,86.0,3.0,3.0,3.0,5.0,2.0,7.0
2101-107/001,F,N,Y,N,Malaysia,1984-07-08,Degree,"Bachelor of Science (HRD), Universiti Teknologi Malaysia",2016-04-04,Manager,2022-04-24,2022-09-23,Part Time,Indivodual,2101-107,SG PR,41.5,152.0,Sem 1,3.5,100.0,3.0,5.0,5.0,5.0,4.0,19.0
2101-107/002,F,N,Y,N,China,1987-09-08,Certificate,"Certificate in Grammar & Writing Intermediate Level, Ascend Education Centre",2017-04-10,Admin Assistant,2022-04-24,2022-09-23,Part Time,Individual,2101-107,SG PR,38.4,152.0,Sem 1,3.4,70.0,5.0,3.0,5.0,4.0,4.0,13.0
2101-107/003,F,Y,N,N,,1981-06-19,Diploma,"Diploma in Mechatronic Engineering, Nee Ann Polytechnic",,HR Manager,2022-04-24,2022-09-23,Part Time,Sponsored,2101-107,SG Citizen,44.6,152.0,Sem 1,3.7,100.0,3.0,4.0,5.0,5.0,3.0,13.0
2101-107/004,F,Y,N,N,,1999-09-28,Certificate,"Higher Nitec in Hospitality Operations, ITE",,Admin Executive,2022-04-24,2022-09-23,Part Time,Individual,2101-107,SG Citizen,26.3,152.0,Sem 1,3.7,98.0,4.0,5.0,4.0,5.0,5.0,17.0
2101-107/005,F,Y,N,N,,1967-10-19,Certificate,O' level,,"Senior Executive, Gaming Division",2022-04-24,2022-09-23,Part Time,Individual - waived App Fee,2101-107,SG Citizen,58.3,152.0,Sem 1,2.1,78.0,,,,,,
2101-107/006,F,Y,N,N,,1994-04-10,Certificate,"Higher Nitec in Business Studies (Service Management), ITE",,Admin Assistant,2022-04-24,2022-09-23,Part Time,Sponsored,2101-107,SG Citizen,31.8,152.0,Sem 1,2.8,97.0,5.0,5.0,2.0,5.0,3.0,11.0
2101-107/007,F,Y,N,N,,1999-05-24,Certificate,O' levels,,-,2022-04-24,2022-09-23,Part Time,Individual,2101-107,SG Citizen,26.7,152.0,Sem 1,3.4,95.0,3.0,5.0,4.0,3.0,4.0,15.0
2101-107/008,F,Y,N,N,,1998-04-12,Certificate,O' levels,,Executive,2022-04-24,2022-09-23,Part Time,Individual,2101-107,SG Citizen,27.8,152.0,Sem 1,3.2,94.0,4.0,5.0,4.0,4.0,3.0,20.0
2101-107/009,F,Y,N,N,,1987-10-21,Certificate,"WSQ Higher Certificate in Human Resources, HCS",,-,2022-04-24,2022-09-23,Part Time,Individual - SFC,2101-107,SG Citizen,38.2,152.0,Sem 1,2.3,85.0,3.0,3.0,3.0,4.0,3.0,8.0
2101-108A/001,M,Y,N,N,,1994-04-08,Certificate,"Nitec in Fitness Training, ITE",2015-05-09,Sports trainer,2023-04-02,2023-06-12,Full-Time,Individual - SFC,2101-108A,SG Citizen,31.8,71.0,Sem 1,3.4,100.0,5.0,3.0,4.0,3.0,4.0,19.0
2101-108A/002,F,N,N,Y,Malaysia,1986-02-18,Certificate,"SPM, Certificate in Business Studies (Business Administration) Level IV, Tunku Abdul Rahman College",2017-05-08,Admin Executive,2023-04-02,2023-06-12,Full-Time,Sponsored - no SDF,2101-108A,Foreigner,39.9,71.0,Sem 1,3.5,90.0,4.0,4.0,3.0,4.0,5.0,18.0
2101-108A/003,F,Y,N,N,,1979-11-09,Certificate,"SPM, LCCI Level 2 Certificate in Book-keeping and Accounts / LCCI Level 3 Business Statistics",2005-05-12,Marketing Executive,2023-04-02,2023-06-12,Full-Time,Individual,2101-108A,SG Citizen,46.2,71.0,Sem 1,2.5,98.0,4.0,3.0,3.0,3.0,3.0,10.0
2101-108A/004,F,Y,N,N,,1994-12-24,Diploma,"Diploma in Financial Informatics, Nanyang Polytechnic, CPA, SHRI Academy",2019-05-03,HR Administrator,2023-04-02,2023-06-12,Full-Time,Sponsored,2101-108A,SG Citizen,31.1,71.0,Sem 1,3.9,100.0,4.0,3.0,5.0,4.0,5.0,17.0
2101-108A/005,F,Y,N,N,,1976-05-25,Certificate,"O' level, Foundation Certificate in Human Resource Management, SHRI Academy",2008-05-04,Admin Assistant,2023-04-02,2023-06-12,Full-Time,Individual,2101-108A,SG Citizen,49.7,71.0,Sem 1,2.3,80.0,4.0,3.0,5.0,5.0,5.0,5.0
2101-108A/006,M,Y,N,N,,1998-04-23,Certificate,A level,,Admin Support Assistance,2023-04-02,2023-06-12,Full-Time,Individual,2101-108A,SG Citizen,27.7,71.0,Sem 1,3.9,100.0,4.0,3.0,5.0,4.0,5.0,19.0
2101-108A/007,F,N,N,Y,Philippines,1996-12-23,Degree,"Bachelor of Arts, New Era University, Quezon City, Philippines",,Designer,2023-04-02,2023-06-12,Full-Time,Sponsored - no SDF,2101-108A,Foreigner,29.1,71.0,Sem 1,3.7,95.0,3.0,3.0,4.0,3.0,5.0,15.0
2101-108A/008,F,N,N,Y,Malaysia,1992-12-09,Certificate,SPM,,Business Administrator,2023-04-02,2023-06-12,Full-Time,Individual,2101-108A,Foreigner,33.1,71.0,Sem 1,3.4,87.0,5.0,4.0,5.0,5.0,4.0,20.0
2101-109/001,M,Y,N,N,,1998-10-10,Certificate,O' level,,Service Crew,2023-10-28,2024-03-13,Part-Time,Individual,2101-109,SG Citizen,27.3,137.0,Sem 1,3.1,82.0,4.0,3.0,5.0,3.0,3.0,13.0
2101-109/002,F,Y,N,N,,1983-11-30,Certificate,"N Level, Foundation Certificate in HRM, SHRI Academy",,Sales & Operation Executive,2023-10-28,2024-03-13,Part-Time,Sponsored,2101-109,SG Citizen,42.1,137.0,Sem 1,2.8,70.0,4.0,4.0,4.0,4.0,2.0,7.0
2101-109/003,F,Y,N,N,,1987-07-14,Certificate,O level,,Business Development Executive,2023-10-28,2024-03-13,Part-Time,Individual,2101-109,SG Citizen,38.5,137.0,Sem 1,3.9,92.0,3.0,4.0,4.0,4.0,3.0,18.0
2101-109/004,F,Y,N,N,,1978-11-30,Certificate,"Certificate in Office Skills, ITE",,Junior executive,2023-10-28,2024-03-13,Part-Time,Individual,2101-109,SG Citizen,47.1,137.0,Sem 1,3.4,100.0,4.0,4.0,5.0,4.0,5.0,16.0
2101-109/005,F,N,N,Y,Malaysia,1998-05-11,Certificate,SPM,,PR Officer,2023-10-28,2024-03-13,Part-Time,Individual,2101-109,Foreigner,27.7,137.0,Sem 1,3.6,100.0,3.0,5.0,5.0,4.0,4.0,14.0
2101-109/006,F,Y,N,N,,1985-11-06,Certificate,"SPM, LCCI",,Business Support Manager,2023-10-28,2024-03-13,Part-Time,Individual,2101-109,SG Citizen,40.2,137.0,Sem 1,3.8,100.0,4.0,4.0,5.0,5.0,4.0,20.0
2101-109/007,F,Y,N,N,,1989-05-27,Diploma,"Diploma in Business Admin, Newcastle University",,Team Assistant,2023-10-28,2024-03-13,Part-Time,Sponsored,2101-109,SG Citizen,36.6,137.0,Sem 1,3.4,90.0,4.0,4.0,4.0,3.0,3.0,13.0
2101-109/008,F,Y,N,N,,1992-04-18,Certificate,"Foundation Certificate in Tourism, HLI Academy",,-,2023-10-28,2024-03-13,Part-Time,Individual - waived App Fee,2101-109,SG Citizen,33.8,137.0,Sem 1,2.9,90.0,5.0,5.0,4.0,5.0,3.0,7.0
2101-110/001,F,Y,N,N,,1993-09-22,Degree,"Bachelor of Business Administration, NUS",,APAC HR Specialist,2024-04-15,2024-09-14,Part-Time,Sponsored,2101-110,SG Citizen,32.3,152.0,Sem 1,3.2,80.0,5.0,4.0,4.0,3.0,4.0,20.0
2101-110/002,F,Y,N,N,,1992-10-18,Certificate,O' level,,Snr Client Service Executive,2024-04-15,2024-09-14,Part-Time,Individual - SFC + $1000 SCHOLARSHIP,2101-110,SG Citizen,33.3,152.0,Sem 1,3.7,100.0,3.0,5.0,5.0,4.0,5.0,13.0
2101-110/003,F,Y,N,N,,2001-12-11,Certificate,"Nitec in Electronics, Computer Networking & Communications, ITE",,Admin Intern,2024-04-15,2024-09-14,Part-Time,Individual - SFC + $1000 SCHOLARSHIP,2101-110,SG Citizen,24.1,152.0,Sem 1,3.7,88.0,5.0,3.0,5.0,4.0,5.0,20.0
2101-110/004,F,Y,N,N,,1969-12-18,Certificate,"Basic Certificate in HRM, SHRI",,"Executive, Corporate Services",2024-04-15,2024-09-14,Part-Time,Individual - SFC + $1000 SCHOLARSHIP,2101-110,SG Citizen,56.1,152.0,Sem 1,3.4,100.0,4.0,5.0,3.0,4.0,4.0,20.0
2101-110/005,F,Y,N,N,,1987-11-12,Certificate,O' level,,Admin Executive,2024-04-15,2024-09-14,Part-Time,Individual - SFC,2101-110,SG Citizen,38.2,152.0,Sem 1,3.7,90.0,5.0,5.0,3.0,4.0,5.0,12.0
2101-110/006,F,Y,N,N,,,Degree,"Bachelor of Commerce (Management and Marketing), Curtin University of Technology",,Manager (Engagement),2024-04-15,2024-09-14,Part-Time,Individual - SFC,2101-110,SG Citizen,,152.0,Sem 1,2.0,66.0,2.0,4.0,4.0,4.0,3.0,7.0
2101-110/007,F,Y,N,N,,,Degree,"Bachelor of Science in Business, SUSS",,Executive,2024-04-15,2024-09-14,Part-Time,Individual - SFC,2101-110,SG Citizen,,152.0,Sem 1,2.9,97.0,3.0,4.0,4.0,4.0,4.0,8.0
2101-110/008,F,Y,N,N,,,Diploma,"Diploma in Integrated Events Management, Republic Polytechnic",,"Associate, HR & General Affairs",2024-04-15,2024-09-14,Part-Time,Individual - SFC,2101-110,SG Citizen,,152.0,Sem 1,3.8,89.0,,,,,,
2101-111/001,F,N,Y,N,Malaysian,1995-07-08,Degree,"Bachelor of Science (HRD), Universiti Teknologi Malaysia",2020-04-04,Manager,2025-10-24,,Part Time,Indivodual,2101-111,SG PR,30.5,,,,,,,,,,
2101-111/002,F,Y,N,N,,1997-09-08,Certificate,"Certificate in Grammar & Writing Intermediate Level, Ascend Education Centre",2021-04-10,Admin Assistant,2025-10-24,,Part Time,Individual,2101-111,SG Citizen,28.4,,,,,,,,,,
2101-111/003,F,Y,N,N,,1999-06-19,Diploma,"Diploma in Mechatronic Engineering, Nee Ann Polytechnic",,HR Manager,2025-10-24,,Part Time,Sponsored,2101-111,SG Citizen,26.6,,,,,,,,,,
2101-111/004,F,Y,N,N,,2010-09-28,Certificate,"Higher Nitec in Hospitality Operations, ITE",,Admin Executive,2025-10-24,,Part Time,Individual,2101-111,SG Citizen,15.3,,,,,,,,,,
2101-111/005,F,Y,N,N,,1990-10-19,Certificate,O' level,,Admin Executive,2025-10-24,,Part Time,Individual - waived App Fee,2101-111,SG Citizen,35.3,,,,,,,,,,
2101-111/006,F,Y,N,N,,1999-04-10,Certificate,"Higher Nitec in Business Studies (Service Management), ITE",,Admin Assistant,2025-10-24,,Part Time,Sponsored,2101-111,SG Citizen,26.8,,,,,,,,,,
2101-111/007,F,Y,N,N,,2000-05-24,Certificate,O' levels,,Secretary,2025-10-24,,Part Time,Individual,2101-111,SG Citizen,25.7,,,,,,,,,,
2101-111/008,F,Y,N,N,,2001-04-12,Certificate,O' levels,,Executive,2025-10-24,,Part Time,Individual,2101-111,SG Citizen,24.8,,,,,,,,,,
2102-063/001,F,Y,N,N,,1969-02-10,Degree,"Bachelor of Accountancy, Singapore Management University",,-,2022-04-18,2022-09-14,Part-Time,Individual,2102-063,SG Citizen,56.9,149.0,Sem 1,3.4,88.0,4.0,4.0,3.0,3.0,3.0,13.0
2102-063/002,F,Y,N,N,,1992-07-22,Certificate,O' level; Certificate for Emloyment Intermediaries (CEI) Basic,,Consultant,2022-04-18,2022-09-14,Part-Time,Individual - SFC,2102-063,SG Citizen,33.5,149.0,Sem 1,3.9,100.0,3.0,3.0,4.0,3.0,5.0,15.0
2102-063/003,F,Y,N,N,,1982-07-25,Diploma,"Diploma in Human Resource Management, PSB, ACTA",,-,2022-04-18,2022-09-14,Part-Time,Individual - SFC,2102-063,SG Citizen,43.5,149.0,Sem 1,3.0,80.0,4.0,3.0,2.0,4.0,5.0,13.0
2102-063/004,F,Y,N,N,,1962-11-30,Degree,"Bachelor of Science in Psychology, Lyceum of the Philippines",,Admin Executive,2022-04-18,2022-09-14,Part-Time,Individual,2102-063,SG Citizen,63.1,149.0,Sem 1,3.0,84.0,3.0,4.0,4.0,5.0,3.0,8.0
2102-063/005,F,Y,N,N,,1967-10-19,Certificate,O' level,,"Senior Vice President, Gaming Division",2022-04-18,2022-09-14,Part-Time,Individual - SFC,2102-063,SG Citizen,58.3,149.0,Sem 1,3.4,92.0,4.0,4.0,4.0,5.0,4.0,13.0
2102-063/006,F,Y,N,N,,1971-07-05,Degree,"BSc in Business and Management Studies, University of Bradford",,Snr Admin Executive,2022-04-18,2022-09-14,Part-Time,Sponsored,2102-063,SG Citizen,54.5,149.0,Sem 1,2.7,88.0,3.0,5.0,2.0,3.0,3.0,11.0
2102-063/007,F,Y,N,N,,1983-03-22,Diploma,"Diploma in Maritime Studies, Institute of Maritime & Business Management (IMBM)",,-,2022-04-18,2022-09-14,Part-Time,Individual,2102-063,SG Citizen,42.8,149.0,Sem 1,3.5,100.0,3.0,4.0,4.0,3.0,4.0,15.0
2102-063/008,F,Y,N,N,,1979-11-11,Certificate,O' level,,-,2022-04-18,2022-09-14,Part-Time,Individual,2102-063,SG Citizen,46.2,149.0,Sem 1,3.2,98.0,4.0,3.0,3.0,5.0,3.0,20.0
2102-063/009,F,Y,N,N,,1992-04-29,Certificate,"Nitec in Product Design, ITE",,Waitress,2022-04-18,2022-09-14,Part-Time,Individual,2102-063,SG Citizen,33.7,149.0,Sem 1,2.7,63.0,3.0,4.0,2.0,3.0,5.0,10.0
2102-063/010,F,Y,N,N,,1987-08-11,Diploma,"Diploma in Business & Human Resource Management, SHRI",2017-06-02,-,2022-04-18,2022-09-14,Part-Time,Individual,2102-063,SG Citizen,38.4,149.0,Sem 1,3.7,100.0,4.0,4.0,5.0,4.0,2.0,12.0
2102-063/011,F,Y,N,N,,1993-07-10,Degree,"Bachelor of Commerce in HRM, Murdoch University",2017-06-01,HR Executive,2022-04-18,2022-09-14,Part-Time,Indvidual - SFC,2102-063,SG Citizen,32.5,149.0,Sem 1,3.3,100.0,5.0,4.0,5.0,4.0,3.0,12.0
2102-063/012,F,Y,N,N,,1988-07-04,Diploma,"Diploma in Multimedia & Infocomm Technology, Nanyang Polytechnic",2015-06-09,Accounts Executive,2022-04-18,2022-09-14,Part-Time,Individual - SFC,2102-063,SG Citizen,37.5,149.0,Sem 1,3.5,100.0,4.0,4.0,5.0,5.0,5.0,14.0
2102-063/013,F,N,N,Y,Vietnam,1989-07-24,,,2016-06-06,Accounts Executive,2022-04-18,2022-09-14,Part-Time,Individual,2102-063,Foreigner,36.5,149.0,Sem 1,2.9,80.0,5.0,5.0,5.0,4.0,5.0,7.0
2102-063/014,F,Y,N,N,,1981-01-06,Diploma,"Diploma in Business Administration (HRM), PSB Academy",2016-06-04,HR & Admin,2022-04-18,2022-09-14,Part-Time,Individual - SFC,2102-063,SG Citizen,45.0,149.0,Sem 1,3.4,90.0,3.0,3.0,4.0,3.0,4.0,14.0
2102-063/015,F,N,Y,N,Malaysia,1984-04-08,Degree,"Bachelor of Arts in HRM with Organisational Psychology, Edinburgh Napier University",2016-06-09,Senior HR,2022-04-18,2022-09-14,Part-Time,Sponsored,2102-063,SG PR,41.8,149.0,Sem 1,2.6,75.0,4.0,3.0,4.0,4.0,3.0,9.0
2102-063/016,F,Y,N,N,,1993-07-18,Degree,"Bachelor of Arts in Business and Finance, Coventry University",2017-06-04,-,2022-04-18,2022-09-14,Part-Time,Individual,2102-063,SG Citizen,32.5,149.0,Sem 1,2.6,80.0,5.0,5.0,3.0,3.0,3.0,12.0
2102-064/001,F,Y,N,N,,1993-12-11,Degree,"Bachelor of Science in Mathematics and Economics, UOL",2015-06-08,Admin Executive,2022-10-08,2023-09-13,Part-Time,Individual,2102-064,SG Citizen,32.1,340.0,Sem 1,1.9,70.0,4.0,1.0,2.0,2.0,3.0,9.0
2102-064/001,F,Y,N,N,,1993-12-11,Degree,"Bachelor of Science in Mathematics and Economics, UOL",2015-06-08,Admin Executive,2022-10-08,2023-09-13,Part-Time,Individual,2102-064,SG Citizen,32.1,340.0,Sem 2,2.2,86.0,4.0,2.0,2.0,3.0,5.0,7.0
2102-064/002,M,Y,N,N,,1981-12-10,Degree,"Bachelor of Commerce, Deakin University",2017-06-07,Manager,2022-10-08,2023-03-23,Part-Time,Sponsored,2102-064,SG Citizen,44.1,166.0,Sem 1,3.8,100.0,5.0,5.0,3.0,5.0,5.0,16.0
2102-064/003,F,Y,N,N,,1984-10-02,Diploma,"Diploma in Business Administration (HRM), PSB Academy / CHRM, SHRI / Nitec in Office Skills, ITE",2018-06-06,Center Administrator,2022-10-08,2023-03-23,Part-Time,Individual,2102-064,SG Citizen,41.3,166.0,Sem 1,3.9,100.0,3.0,4.0,4.0,4.0,3.0,15.0
2102-064/004,F,Y,N,N,,1973-11-04,Certificate,"Certificate in Office Skills, ITE",2016-06-07,-,2022-10-08,2023-03-23,Part-Time,Individual - SFC,2102-064,SG Citizen,52.2,166.0,Sem 1,3.8,90.0,2.0,4.0,5.0,3.0,5.0,20.0
2102-064/005,F,Y,N,N,,1983-03-11,Diploma,"Diploma in Electrical Engineering, Singapore Polytechnic",2015-06-09,"Team Lead, Payroll & Billing",2022-10-08,2023-03-23,Part-Time,Individual - SFC,2102-064,SG Citizen,42.9,166.0,Sem 1,2.9,80.0,1.0,4.0,5.0,3.0,5.0,7.0
2102-064/006,F,Y,N,N,,1982-07-21,Diploma,"Diploma in Electronics, Computer & Communication Engineering, Singapore Polytechnic",2016-06-05,Officer,2022-10-08,2023-03-23,Part-Time,Individual - SFC,2102-064,SG Citizen,43.5,166.0,Sem 1,2.6,57.0,3.0,3.0,5.0,1.0,2.0,10.0
